year,country,location,min_temp,max_temp,avg_temp,min_CO2,max_CO2,avg_CO2,min_Sea_L_Rise,max_Sea_L_Rise,avg_Sea_L_Rise,min_Precipitation,max_Precipitation,avg_Precipitation,min_Humidity,max_Humidity,avg_Humidity,min_Wind_Speed,max_Wind_Speed,avg_Wind_Speed
2000,Anguilla,Lake Rachel,26.86746787,26.86746787,26.86746787,482.9912398,482.9912398,482.9912398,2.171992259,2.171992259,2.171992259,21.3496167,21.3496167,21.3496167,57.07520219,57.07520219,57.07520219,34.94341975,34.94341975,34.94341975
2000,Antarctica (the territory South of 60 deg S),Fosterchester,24.78065227,24.78065227,24.78065227,338.3729429,338.3729429,338.3729429,-0.049255268,-0.049255268,-0.049255268,81.51644463,81.51644463,81.51644463,63.83893622,63.83893622,63.83893622,12.10223922,12.10223922,12.10223922
2000,Antarctica (the territory South of 60 deg S),Josephport,16.59033315,16.59033315,16.59033315,375.729309,375.729309,375.729309,1.681963092,1.681963092,1.681963092,75.98573039,75.98573039,75.98573039,79.43828435,79.43828435,79.43828435,5.470460224,5.470460224,5.470460224
2000,Antigua and Barbuda,Emmafort,12.29042956,12.29042956,12.29042956,321.1354834,321.1354834,321.1354834,-0.445038606,-0.445038606,-0.445038606,74.77749763,74.77749763,74.77749763,58.72859892,58.72859892,58.72859892,16.64265691,16.64265691,16.64265691
2000,Argentina,Johnsonton,16.8005607,16.8005607,16.8005607,343.9855633,343.9855633,343.9855633,-1.369808237,-1.369808237,-1.369808237,78.15047182,78.15047182,78.15047182,49.81580103,49.81580103,49.81580103,34.97887044,34.97887044,34.97887044
2000,Armenia,Lake Bradleyhaven,15.44157781,15.44157781,15.44157781,349.484221,349.484221,349.484221,0.342653393,0.342653393,0.342653393,28.45309067,28.45309067,28.45309067,31.42690698,31.42690698,31.42690698,33.63772991,33.63772991,33.63772991
2000,Australia,Adambury,19.73080012,19.73080012,19.73080012,448.180275,448.180275,448.180275,0.001415079,0.001415079,0.001415079,93.36075533,93.36075533,93.36075533,21.52634971,21.52634971,21.52634971,29.99349506,29.99349506,29.99349506
2000,Australia,Dannyview,15.20349695,15.20349695,15.20349695,346.8401281,346.8401281,346.8401281,0.732071512,0.732071512,0.732071512,52.75986891,52.75986891,52.75986891,1.683992189,1.683992189,1.683992189,39.19059452,39.19059452,39.19059452
2000,Australia,Lake Carla,16.52579233,16.52579233,16.52579233,451.4067557,451.4067557,451.4067557,0.294769726,0.294769726,0.294769726,88.43433603,88.43433603,88.43433603,88.39333917,88.39333917,88.39333917,49.03705644,49.03705644,49.03705644
2000,Austria,New Sarastad,16.3853954,16.3853954,16.3853954,352.4782718,352.4782718,352.4782718,0.251233272,0.251233272,0.251233272,23.84867255,23.84867255,23.84867255,37.92099235,37.92099235,37.92099235,27.45962516,27.45962516,27.45962516
2000,Azerbaijan,Johnsview,14.77193471,14.77193471,14.77193471,348.8183388,348.8183388,348.8183388,0.206791397,0.206791397,0.206791397,36.70777399,36.70777399,36.70777399,81.52129086,81.52129086,81.52129086,48.10554331,48.10554331,48.10554331
2000,Azerbaijan,Port Michaelport,18.90081724,18.90081724,18.90081724,333.8310186,333.8310186,333.8310186,0.449489685,0.449489685,0.449489685,84.7406247,84.7406247,84.7406247,47.06695766,47.06695766,47.06695766,38.03108134,38.03108134,38.03108134
2000,Bahrain,Cameronview,21.92670329,21.92670329,21.92670329,420.2596519,420.2596519,420.2596519,-0.166706769,-0.166706769,-0.166706769,51.99926684,51.99926684,51.99926684,43.75437852,43.75437852,43.75437852,32.43973278,32.43973278,32.43973278
2000,Bahrain,Thompsonburgh,10.0269318,10.0269318,10.0269318,325.3115883,325.3115883,325.3115883,0.655937517,0.655937517,0.655937517,49.14687341,49.14687341,49.14687341,47.72895685,47.72895685,47.72895685,27.80018482,27.80018482,27.80018482
2000,Bahrain,West Annaview,12.94274256,12.94274256,12.94274256,350.0662307,350.0662307,350.0662307,0.396008383,0.396008383,0.396008383,78.50205436,78.50205436,78.50205436,17.55696719,17.55696719,17.55696719,11.85901906,11.85901906,11.85901906
2000,Bangladesh,Costastad,19.44512207,19.44512207,19.44512207,339.3194045,339.3194045,339.3194045,-0.021391106,-0.021391106,-0.021391106,56.07905974,56.07905974,56.07905974,14.20780197,14.20780197,14.20780197,20.92745402,20.92745402,20.92745402
2000,Bangladesh,Mollyhaven,14.30406719,14.30406719,14.30406719,392.0227111,392.0227111,392.0227111,-1.914651069,-1.914651069,-1.914651069,69.72568536,69.72568536,69.72568536,50.25333318,50.25333318,50.25333318,11.73886904,11.73886904,11.73886904
2000,Barbados,New Ryanville,13.34852685,13.34852685,13.34852685,323.9402968,323.9402968,323.9402968,-0.28062578,-0.28062578,-0.28062578,78.08058299,78.08058299,78.08058299,86.20874734,86.20874734,86.20874734,10.37215449,10.37215449,10.37215449
2000,Barbados,South Larryland,18.92407712,18.92407712,18.92407712,361.0019487,361.0019487,361.0019487,-0.221748556,-0.221748556,-0.221748556,8.574051924,8.574051924,8.574051924,41.44809518,41.44809518,41.44809518,37.07648155,37.07648155,37.07648155
2000,Belize,New Julie,15.45797191,15.45797191,15.45797191,409.9557477,409.9557477,409.9557477,-2.041663352,-2.041663352,-2.041663352,20.73530572,20.73530572,20.73530572,93.41784327,93.41784327,93.41784327,47.89605288,47.89605288,47.89605288
2000,Belize,South Diana,15.57654942,15.57654942,15.57654942,406.3255329,406.3255329,406.3255329,-0.316439487,-0.316439487,-0.316439487,46.23273769,46.23273769,46.23273769,23.83147895,23.83147895,23.83147895,26.68584615,26.68584615,26.68584615
2000,Benin,Tuckershire,10.80172504,10.80172504,10.80172504,436.5426801,436.5426801,436.5426801,2.088867892,2.088867892,2.088867892,32.92392363,32.92392363,32.92392363,97.6722743,97.6722743,97.6722743,11.0092143,11.0092143,11.0092143
2000,Bermuda,North Kristopherland,16.99841139,16.99841139,16.99841139,352.7114842,352.7114842,352.7114842,0.948918313,0.948918313,0.948918313,6.849925436,6.849925436,6.849925436,77.54564565,77.54564565,77.54564565,0.004525798,0.004525798,0.004525798
2000,Bhutan,East Nicholas,15.54317921,15.54317921,15.54317921,415.0583244,415.0583244,415.0583244,0.081511408,0.081511408,0.081511408,67.04168876,67.04168876,67.04168876,2.081370269,2.081370269,2.081370269,14.93311856,14.93311856,14.93311856
2000,Bhutan,North Victoriamouth,15.80994779,15.80994779,15.80994779,438.9289348,438.9289348,438.9289348,-1.333572498,-1.333572498,-1.333572498,96.96211494,96.96211494,96.96211494,16.66835664,16.66835664,16.66835664,33.82658339,33.82658339,33.82658339
2000,Bhutan,Schultzport,15.12353546,15.12353546,15.12353546,471.4096241,471.4096241,471.4096241,-0.711337866,-0.711337866,-0.711337866,5.132567291,5.132567291,5.132567291,20.13980395,20.13980395,20.13980395,5.926572947,5.926572947,5.926572947
2000,Bolivia,Charlesland,21.1108269,21.1108269,21.1108269,386.5106969,386.5106969,386.5106969,0.585031026,0.585031026,0.585031026,58.86857588,58.86857588,58.86857588,58.44329898,58.44329898,58.44329898,13.24902093,13.24902093,13.24902093
2000,Bolivia,Lake Robertview,16.90935814,16.90935814,16.90935814,370.0625239,370.0625239,370.0625239,1.162554889,1.162554889,1.162554889,97.34305147,97.34305147,97.34305147,43.299917,43.299917,43.299917,38.22313664,38.22313664,38.22313664
2000,Bolivia,Stephanieborough,12.62938181,12.62938181,12.62938181,430.5788677,430.5788677,430.5788677,0.460116292,0.460116292,0.460116292,27.00411096,27.00411096,27.00411096,29.15059641,29.15059641,29.15059641,9.356228898,9.356228898,9.356228898
2000,Bolivia,West Matthew,17.93223928,17.93223928,17.93223928,377.351166,377.351166,377.351166,-0.27884526,-0.27884526,-0.27884526,25.87981346,25.87981346,25.87981346,73.08963287,73.08963287,73.08963287,28.07770827,28.07770827,28.07770827
2000,Bosnia and Herzegovina,Alexischester,15.55662842,15.55662842,15.55662842,397.7143158,397.7143158,397.7143158,-1.535181444,-1.535181444,-1.535181444,98.78284331,98.78284331,98.78284331,85.46321766,85.46321766,85.46321766,43.55801812,43.55801812,43.55801812
2000,Bosnia and Herzegovina,Port Paigeborough,15.3034274,15.3034274,15.3034274,394.3783132,394.3783132,394.3783132,-0.442403797,-0.442403797,-0.442403797,28.16861817,28.16861817,28.16861817,99.39304234,99.39304234,99.39304234,15.03843247,15.03843247,15.03843247
2000,Bosnia and Herzegovina,Sarahside,10.61927145,10.61927145,10.61927145,378.5266888,378.5266888,378.5266888,0.997113974,0.997113974,0.997113974,83.93426986,83.93426986,83.93426986,91.89099569,91.89099569,91.89099569,43.67370179,43.67370179,43.67370179
2000,Bosnia and Herzegovina,Vaughnbury,14.22756075,14.22756075,14.22756075,356.4540091,356.4540091,356.4540091,1.881165748,1.881165748,1.881165748,11.16333319,11.16333319,11.16333319,32.03728975,32.03728975,32.03728975,44.47516697,44.47516697,44.47516697
2000,Botswana,Karinachester,19.4862674,19.4862674,19.4862674,380.5343582,380.5343582,380.5343582,0.344264215,0.344264215,0.344264215,37.19026235,37.19026235,37.19026235,82.08289015,82.08289015,82.08289015,47.05938339,47.05938339,47.05938339
2000,Botswana,Mendezton,9.011849741,9.011849741,9.011849741,436.9104277,436.9104277,436.9104277,1.652910467,1.652910467,1.652910467,45.56228099,45.56228099,45.56228099,51.46696103,51.46696103,51.46696103,19.20215508,19.20215508,19.20215508
2000,Botswana,Port Andrewhaven,13.65025822,13.65025822,13.65025822,288.4518975,288.4518975,288.4518975,1.155520841,1.155520841,1.155520841,5.135018981,5.135018981,5.135018981,44.2172185,44.2172185,44.2172185,3.844067878,3.844067878,3.844067878
2000,Botswana,South Brandonmouth,19.69729415,19.69729415,19.69729415,471.7316747,471.7316747,471.7316747,1.501231161,1.501231161,1.501231161,46.13128891,46.13128891,46.13128891,9.654562928,9.654562928,9.654562928,23.80789167,23.80789167,23.80789167
2000,Botswana,West Lisaville,16.37748747,16.37748747,16.37748747,371.6271558,371.6271558,371.6271558,1.235589082,1.235589082,1.235589082,39.6304797,39.6304797,39.6304797,88.69668529,88.69668529,88.69668529,23.40832427,23.40832427,23.40832427
2000,Bouvet Island (Bouvetoya),North Valerieport,16.59593396,16.59593396,16.59593396,387.698663,387.698663,387.698663,-1.842873235,-1.842873235,-1.842873235,47.71330675,47.71330675,47.71330675,99.59940674,99.59940674,99.59940674,28.73976183,28.73976183,28.73976183
2000,Bouvet Island (Bouvetoya),Scottmouth,16.99683278,16.99683278,16.99683278,451.818885,451.818885,451.818885,-1.133872091,-1.133872091,-1.133872091,29.96329753,29.96329753,29.96329753,86.74585386,86.74585386,86.74585386,43.7478376,43.7478376,43.7478376
2000,British Indian Ocean Territory (Chagos Archipelago),West Jeffrey,14.89574313,14.89574313,14.89574313,474.3180873,474.3180873,474.3180873,0.030541451,0.030541451,0.030541451,46.62674838,46.62674838,46.62674838,2.646945402,2.646945402,2.646945402,20.24760797,20.24760797,20.24760797
2000,British Virgin Islands,Paulview,17.42615007,17.42615007,17.42615007,394.18965,394.18965,394.18965,-1.454660405,-1.454660405,-1.454660405,72.40592,72.40592,72.40592,17.10774475,17.10774475,17.10774475,40.93745957,40.93745957,40.93745957
2000,Brunei Darussalam,Lake Stephanie,8.857165398,8.857165398,8.857165398,449.0455907,449.0455907,449.0455907,-1.501332849,-1.501332849,-1.501332849,23.45664251,23.45664251,23.45664251,4.284786084,4.284786084,4.284786084,34.74872954,34.74872954,34.74872954
2000,Brunei Darussalam,Port Lauren,13.01404164,13.01404164,13.01404164,416.4454189,416.4454189,416.4454189,-0.196531575,-0.196531575,-0.196531575,28.88076771,28.88076771,28.88076771,17.5808115,17.5808115,17.5808115,2.570342524,2.570342524,2.570342524
2000,Brunei Darussalam,South Jennifer,15.72136327,15.72136327,15.72136327,487.4021302,487.4021302,487.4021302,1.191409147,1.191409147,1.191409147,36.90867064,36.90867064,36.90867064,99.01939895,99.01939895,99.01939895,43.63650175,43.63650175,43.63650175
2000,Bulgaria,Kathyfurt,9.293540463,9.293540463,9.293540463,327.9494561,327.9494561,327.9494561,-1.363331065,-1.363331065,-1.363331065,48.22326133,48.22326133,48.22326133,62.33231269,62.33231269,62.33231269,26.08353403,26.08353403,26.08353403
2000,Bulgaria,Lake Susanfort,12.58642926,12.58642926,12.58642926,315.9160988,315.9160988,315.9160988,-0.296623942,-0.296623942,-0.296623942,51.04674151,51.04674151,51.04674151,59.3235327,59.3235327,59.3235327,25.0975829,25.0975829,25.0975829
2000,Bulgaria,West Karenmouth,23.89013015,23.89013015,23.89013015,378.818928,378.818928,378.818928,-0.272807537,-0.272807537,-0.272807537,92.87095255,92.87095255,92.87095255,64.31923222,64.31923222,64.31923222,2.50982218,2.50982218,2.50982218
2000,Burkina Faso,North Kelseyberg,20.25269263,20.25269263,20.25269263,423.913009,423.913009,423.913009,-1.322564774,-1.322564774,-1.322564774,48.89181795,48.89181795,48.89181795,61.04956316,61.04956316,61.04956316,8.095164017,8.095164017,8.095164017
2000,Burkina Faso,North Virginiafort,13.0846655,13.0846655,13.0846655,453.219312,453.219312,453.219312,1.069856428,1.069856428,1.069856428,19.07840748,19.07840748,19.07840748,59.22528035,59.22528035,59.22528035,3.983662372,3.983662372,3.983662372
2000,Burkina Faso,South Jamie,8.00761254,8.00761254,8.00761254,377.1543834,377.1543834,377.1543834,2.992738262,2.992738262,2.992738262,93.86699805,93.86699805,93.86699805,40.83915437,40.83915437,40.83915437,29.74462312,29.74462312,29.74462312
2000,Burkina Faso,Villarrealstad,17.49486471,17.49486471,17.49486471,406.1022047,406.1022047,406.1022047,-1.021770967,-1.021770967,-1.021770967,74.57907943,74.57907943,74.57907943,92.17786726,92.17786726,92.17786726,4.664633679,4.664633679,4.664633679
2000,Cambodia,Heatherville,14.60336606,14.60336606,14.60336606,432.743505,432.743505,432.743505,0.956670088,0.956670088,0.956670088,19.37969477,19.37969477,19.37969477,69.59087966,69.59087966,69.59087966,33.69237323,33.69237323,33.69237323
2000,Cambodia,Lake Michael,6.876880564,6.876880564,6.876880564,416.9625727,416.9625727,416.9625727,-0.740848072,-0.740848072,-0.740848072,19.73280441,19.73280441,19.73280441,51.20197335,51.20197335,51.20197335,31.86401601,31.86401601,31.86401601
2000,Cameroon,North Elizabeth,10.47571141,10.47571141,10.47571141,320.8383423,320.8383423,320.8383423,-0.257624005,-0.257624005,-0.257624005,75.3757603,75.3757603,75.3757603,93.6246606,93.6246606,93.6246606,35.32955875,35.32955875,35.32955875
2000,Canada,Danielport,13.31295626,13.31295626,13.31295626,419.9592474,419.9592474,419.9592474,-0.835888569,-0.835888569,-0.835888569,34.35045761,34.35045761,34.35045761,73.85346087,73.85346087,73.85346087,32.54762745,32.54762745,32.54762745
2000,Canada,Ellisshire,4.096717213,4.096717213,4.096717213,440.5461078,440.5461078,440.5461078,-0.159359374,-0.159359374,-0.159359374,59.89413009,59.89413009,59.89413009,38.05930357,38.05930357,38.05930357,6.121369085,6.121369085,6.121369085
2000,Cape Verde,Kennethburgh,19.6399017,19.6399017,19.6399017,418.2517211,418.2517211,418.2517211,1.078343185,1.078343185,1.078343185,99.89231016,99.89231016,99.89231016,10.0232382,10.0232382,10.0232382,19.46672669,19.46672669,19.46672669
2000,Cape Verde,Lake Dylan,16.41003698,16.41003698,16.41003698,433.3094779,433.3094779,433.3094779,-0.638642446,-0.638642446,-0.638642446,18.40531436,18.40531436,18.40531436,88.83423958,88.83423958,88.83423958,35.69373169,35.69373169,35.69373169
2000,Cape Verde,Lake Stephaniebury,20.48287589,20.48287589,20.48287589,512.9882231,512.9882231,512.9882231,-1.460018412,-1.460018412,-1.460018412,93.43900234,93.43900234,93.43900234,30.51062161,30.51062161,30.51062161,18.18919342,18.18919342,18.18919342
2000,Cape Verde,New Peterville,11.47846172,11.47846172,11.47846172,428.1518704,428.1518704,428.1518704,2.24006366,2.24006366,2.24006366,62.99938926,62.99938926,62.99938926,89.25457634,89.25457634,89.25457634,49.57460291,49.57460291,49.57460291
2000,Cape Verde,Russellfort,18.29475962,18.29475962,18.29475962,426.7681882,426.7681882,426.7681882,-1.109026868,-1.109026868,-1.109026868,21.84969736,21.84969736,21.84969736,6.248380851,6.248380851,6.248380851,41.79523526,41.79523526,41.79523526
2000,Cape Verde,Sanchezton,14.76162183,14.76162183,14.76162183,354.0264894,354.0264894,354.0264894,1.768387328,1.768387328,1.768387328,60.17095317,60.17095317,60.17095317,43.93037281,43.93037281,43.93037281,2.066808721,2.066808721,2.066808721
2000,Cayman Islands,New Morgan,19.86028862,19.86028862,19.86028862,418.7453151,418.7453151,418.7453151,0.001681468,0.001681468,0.001681468,92.39068478,92.39068478,92.39068478,31.04339003,31.04339003,31.04339003,25.7040225,25.7040225,25.7040225
2000,Cayman Islands,Port Noah,7.080143661,7.080143661,7.080143661,437.0899289,437.0899289,437.0899289,0.31652759,0.31652759,0.31652759,29.809417,29.809417,29.809417,12.11906408,12.11906408,12.11906408,33.15647856,33.15647856,33.15647856
2000,Cayman Islands,West Stanleyfurt,15.19518056,15.19518056,15.19518056,388.8316669,388.8316669,388.8316669,0.771656837,0.771656837,0.771656837,26.71532417,26.71532417,26.71532417,9.99995994,9.99995994,9.99995994,37.10788906,37.10788906,37.10788906
2000,Central African Republic,Keithmouth,19.81656542,19.81656542,19.81656542,410.9415474,410.9415474,410.9415474,0.796421951,0.796421951,0.796421951,30.59873,30.59873,30.59873,85.83092996,85.83092996,85.83092996,16.63252027,16.63252027,16.63252027
2000,Chad,North Ryan,9.026524681,9.026524681,9.026524681,391.4395821,391.4395821,391.4395821,0.135980596,0.135980596,0.135980596,25.37810588,25.37810588,25.37810588,17.5044651,17.5044651,17.5044651,25.66667354,25.66667354,25.66667354
2000,Chad,North Thomas,14.12156291,14.12156291,14.12156291,410.5170724,410.5170724,410.5170724,-1.712224247,-1.712224247,-1.712224247,15.35158293,15.35158293,15.35158293,88.42279395,88.42279395,88.42279395,47.92252054,47.92252054,47.92252054
2000,Chad,West Rachel,13.97567757,13.97567757,13.97567757,440.9301456,440.9301456,440.9301456,1.555749036,1.555749036,1.555749036,66.97606573,66.97606573,66.97606573,23.97604183,23.97604183,23.97604183,0.259097138,0.259097138,0.259097138
2000,Chile,Nicholsonland,14.3248438,14.3248438,14.3248438,437.9360755,437.9360755,437.9360755,0.672641539,0.672641539,0.672641539,36.94903061,36.94903061,36.94903061,63.9026361,63.9026361,63.9026361,44.97279335,44.97279335,44.97279335
2000,Chile,West Barbaratown,22.35621017,22.35621017,22.35621017,390.6088643,390.6088643,390.6088643,1.07014507,1.07014507,1.07014507,70.92243264,70.92243264,70.92243264,22.4534902,22.4534902,22.4534902,5.913849685,5.913849685,5.913849685
2000,China,East Melissaville,13.85135274,13.85135274,13.85135274,369.2479346,369.2479346,369.2479346,-0.858611496,-0.858611496,-0.858611496,77.18613609,77.18613609,77.18613609,46.97456775,46.97456775,46.97456775,3.254734404,3.254734404,3.254734404
2000,China,Hoganview,10.08949248,10.08949248,10.08949248,483.4912019,483.4912019,483.4912019,-0.386739129,-0.386739129,-0.386739129,49.43625004,49.43625004,49.43625004,76.02941219,76.02941219,76.02941219,19.94362468,19.94362468,19.94362468
2000,China,North Joseph,10.76676998,10.76676998,10.76676998,421.8750663,421.8750663,421.8750663,-0.71034675,-0.71034675,-0.71034675,65.77609909,65.77609909,65.77609909,42.1703603,42.1703603,42.1703603,28.83488573,28.83488573,28.83488573
2000,China,North Staceystad,15.14631616,15.14631616,15.14631616,417.6800536,417.6800536,417.6800536,1.692879588,1.692879588,1.692879588,75.55631243,75.55631243,75.55631243,20.40740412,20.40740412,20.40740412,46.46809536,46.46809536,46.46809536
2000,Cocos (Keeling) Islands,Devinchester,13.81842848,13.81842848,13.81842848,343.2532726,343.2532726,343.2532726,0.54177023,0.54177023,0.54177023,14.36138788,14.36138788,14.36138788,8.28530788,8.28530788,8.28530788,13.80263717,13.80263717,13.80263717
2000,Cocos (Keeling) Islands,Port Michael,16.19593902,16.19593902,16.19593902,390.266092,390.266092,390.266092,-0.94105614,-0.94105614,-0.94105614,72.32040126,72.32040126,72.32040126,20.75879828,20.75879828,20.75879828,13.95824724,13.95824724,13.95824724
2000,Colombia,Charlesview,3.28247902,3.28247902,3.28247902,330.0707667,330.0707667,330.0707667,-0.967104593,-0.967104593,-0.967104593,42.75019162,42.75019162,42.75019162,70.17553367,70.17553367,70.17553367,0.18753793,0.18753793,0.18753793
2000,Colombia,West Rachel,12.01322776,12.01322776,12.01322776,369.2333874,369.2333874,369.2333874,-1.4805539,-1.4805539,-1.4805539,46.7868624,46.7868624,46.7868624,64.02404529,64.02404529,64.02404529,20.69112741,20.69112741,20.69112741
2000,Comoros,New Bobhaven,17.93781928,17.93781928,17.93781928,458.0538052,458.0538052,458.0538052,-0.024024425,-0.024024425,-0.024024425,5.962754337,5.962754337,5.962754337,43.89037673,43.89037673,43.89037673,49.45909689,49.45909689,49.45909689
2000,Comoros,New Desiree,25.71605743,25.71605743,25.71605743,376.0013701,376.0013701,376.0013701,0.004272501,0.004272501,0.004272501,36.16296683,36.16296683,36.16296683,3.905196785,3.905196785,3.905196785,43.55968701,43.55968701,43.55968701
2000,Comoros,Port Kevinberg,16.50270303,16.50270303,16.50270303,420.3356836,420.3356836,420.3356836,0.647507545,0.647507545,0.647507545,37.96861423,37.96861423,37.96861423,88.08100382,88.08100382,88.08100382,49.15268388,49.15268388,49.15268388
2000,Comoros,West Davidberg,20.26115733,20.26115733,20.26115733,249.0059436,249.0059436,249.0059436,-0.702870359,-0.702870359,-0.702870359,5.336165671,5.336165671,5.336165671,84.94023383,84.94023383,84.94023383,9.709070476,9.709070476,9.709070476
2000,Congo,Lake Michael,3.497067975,3.497067975,3.497067975,386.6021962,386.6021962,386.6021962,-0.696530384,-0.696530384,-0.696530384,38.48751551,38.48751551,38.48751551,56.33817285,56.33817285,56.33817285,47.25338438,47.25338438,47.25338438
2000,Congo,Loriport,12.77392484,12.77392484,12.77392484,417.0004516,417.0004516,417.0004516,-1.37193566,-1.37193566,-1.37193566,57.61069634,57.61069634,57.61069634,72.10104878,72.10104878,72.10104878,48.91880689,48.91880689,48.91880689
2000,Congo,West Faith,25.77995116,25.77995116,25.77995116,495.5730669,495.5730669,495.5730669,-0.438887193,-0.438887193,-0.438887193,86.95978521,86.95978521,86.95978521,28.57984529,28.57984529,28.57984529,45.71298043,45.71298043,45.71298043
2000,Congo,West Micheleland,19.85916521,19.85916521,19.85916521,316.2131333,316.2131333,316.2131333,0.836718616,0.836718616,0.836718616,90.8469614,90.8469614,90.8469614,7.654420066,7.654420066,7.654420066,13.05631953,13.05631953,13.05631953
2000,Cook Islands,Jayville,18.65940311,18.65940311,18.65940311,391.4321728,391.4321728,391.4321728,-1.356148205,-1.356148205,-1.356148205,97.7464152,97.7464152,97.7464152,18.37301423,18.37301423,18.37301423,16.83236181,16.83236181,16.83236181
2000,Cook Islands,Marcmouth,17.7833906,17.7833906,17.7833906,397.9563765,397.9563765,397.9563765,0.141135754,0.141135754,0.141135754,12.52705322,12.52705322,12.52705322,31.02075024,31.02075024,31.02075024,24.19371065,24.19371065,24.19371065
2000,Cook Islands,South Eric,13.72498874,13.72498874,13.72498874,345.0888216,345.0888216,345.0888216,1.391025554,1.391025554,1.391025554,45.37815416,45.37815416,45.37815416,82.38257453,82.38257453,82.38257453,40.02087347,40.02087347,40.02087347
2000,Costa Rica,Jasonmouth,14.46007937,14.46007937,14.46007937,431.8916531,431.8916531,431.8916531,0.920695295,0.920695295,0.920695295,33.70601552,33.70601552,33.70601552,98.52278967,98.52278967,98.52278967,25.06619807,25.06619807,25.06619807
2000,Costa Rica,New Christianbury,13.46388498,13.46388498,13.46388498,391.1309255,391.1309255,391.1309255,-0.734010094,-0.734010094,-0.734010094,0.665628976,0.665628976,0.665628976,92.34424154,92.34424154,92.34424154,33.15509542,33.15509542,33.15509542
2000,Costa Rica,Port Leah,17.74751551,17.74751551,17.74751551,381.3836394,381.3836394,381.3836394,1.24465757,1.24465757,1.24465757,44.80593548,44.80593548,44.80593548,61.91780831,61.91780831,61.91780831,16.40162019,16.40162019,16.40162019
2000,Costa Rica,West Anntown,11.26972515,11.26972515,11.26972515,450.2197764,450.2197764,450.2197764,-1.52781956,-1.52781956,-1.52781956,32.78656795,32.78656795,32.78656795,22.63775396,22.63775396,22.63775396,28.50705083,28.50705083,28.50705083
2000,Cote d'Ivoire,East Sandyside,11.9165705,11.9165705,11.9165705,363.3038604,363.3038604,363.3038604,-2.662880431,-2.662880431,-2.662880431,51.69297529,51.69297529,51.69297529,33.28666648,33.28666648,33.28666648,49.09626638,49.09626638,49.09626638
