Date,Location,Country,Temperature,CO2 Emissions,Sea Level Rise,Precipitation,Humidity,Wind Speed
36:53.1,Lisaview,Tunisia,21.11288612,499.0872828,0.525015923,58.89745575,28.70374826,18.70589117
46:36.4,Reynoldsberg,Reunion,9.086153371,382.4685201,-0.679688056,36.86085101,25.25647654,26.70750474
56:19.7,Wandamouth,Norfolk Island,17.66110748,480.2908825,-0.016169817,42.83203539,96.21213565,29.26844496
06:02.9,Port Leah,Costa Rica,17.74751551,381.3836394,1.24465757,44.80593548,61.91780831,16.40162019
15:46.2,Anthonyside,Cuba,12.14900453,332.1868864,1.450344624,92.71172183,3.026367018,12.46761234
25:29.4,North Brian,Grenada,11.52254603,462.2921507,-0.605965014,44.77483766,38.10825001,32.26860169
35:12.7,Butlerburgh,Suriname,23.48302409,376.205469,1.445473702,7.744925006,96.27866374,29.19906916
44:55.9,South Jennifer,Brunei Darussalam,15.72136327,487.4021302,1.191409147,36.90867064,99.01939895,43.63650175
54:39.2,Cameronview,Bahrain,21.92670329,420.2596519,-0.166706769,51.99926684,43.75437852,32.43973278
04:22.5,Garciatown,United States of America,13.50418332,354.3904669,-0.484336288,10.68607122,35.82337264,31.52732364
14:05.7,Adrianshire,Israel,13.56885418,452.9133732,-1.420200566,72.50681614,15.7232292,17.30951433
23:49.0,New Dianechester,Georgia,6.926304468,474.364224,-1.003382415,83.5839146,95.05445325,43.96716017
33:32.2,Russellfort,Cape Verde,18.29475962,426.7681882,-1.109026868,21.84969736,6.248380851,41.79523526
43:15.5,Johnnyburgh,Ukraine,17.05102765,368.5931722,0.114294653,93.85050697,35.35779704,11.01486933
52:58.8,Charlesview,Colombia,3.28247902,330.0707667,-0.967104593,42.75019162,70.17553367,0.18753793
02:42.0,East Shawnchester,Guyana,16.69321245,480.5486476,-0.768958454,33.29632726,11.66520309,12.05243006
12:25.3,Tylertown,Estonia,13.2904799,405.1940321,-0.381200272,44.30783468,48.99466921,33.77443557
22:08.5,Lake Michael,Cambodia,6.876880564,416.9625727,-0.740848072,19.73280441,51.20197335,31.86401601
31:51.8,Bensonview,Maldives,12.8244148,385.387684,1.175885844,31.19415441,61.75035838,3.494241761
41:35.0,Port Robert,Greece,12.59853008,454.1723185,-0.90153373,21.44703701,28.5167843,34.11856976
51:18.3,Nathanstad,Kenya,18.05555502,510.1945487,1.54763206,4.93493571,46.47878849,48.80864546
01:01.6,South Wayne,Marshall Islands,11.15992164,416.6460436,-1.253786874,94.16678391,24.72334805,26.73050242
10:44.8,West Roberthaven,Korea,5.269830965,413.8622537,-1.198444108,46.70280893,29.6211343,15.49518543
20:28.1,West Susanmouth,Dominica,20.19613038,387.0215658,0.428128246,24.63835115,69.15914059,2.267111815
30:11.3,East Melissaville,China,13.85135274,369.2479346,-0.858611496,77.18613609,46.97456775,3.254734404
39:54.6,West Jamiechester,Trinidad and Tobago,20.05772886,415.8469111,-0.430334649,94.1551607,56.6386736,10.78569321
49:37.9,Courtneyberg,Northern Mariana Islands,17.15498055,457.6056922,-0.388868922,11.77178075,36.69440253,14.88811686
59:21.1,Lake Justin,Svalbard & Jan Mayen Islands,6.781556766,406.7626254,0.595848792,50.41209587,69.01243892,40.38388664
09:04.4,New Sandrafurt,Czech Republic,17.15095351,421.1474398,0.339048869,75.895693,49.17712047,9.966886101
18:47.6,New Christianbury,Costa Rica,13.46388498,391.1309255,-0.734010094,0.665628976,92.34424154,33.15509542
28:30.9,Whiteview,Vietnam,11.52279696,515.8959799,0.763615836,46.39810394,20.70147234,22.98653024
38:14.1,South Sylvia,Denmark,11.34727508,420.2652759,0.603301475,49.72030273,50.67388969,17.35984929
47:57.4,Adamberg,Svalbard & Jan Mayen Islands,14.63708217,371.4213709,-0.63004567,91.15551613,66.06669686,38.48208629
57:40.7,Martinfort,Pitcairn Islands,8.495679557,317.7208738,0.998552488,5.435318289,52.14746015,37.21720866
07:23.9,New Jamestown,Mongolia,19.40125105,381.9923999,1.220936855,57.34625623,53.84324217,2.143677233
17:07.2,New Katrina,Uganda,15.55080107,410.5143478,0.745295564,93.7007043,94.70640927,40.97263875
26:50.4,Grossstad,Iraq,17.26227736,401.7760977,-0.351019011,64.10598712,72.37048819,4.588576721
36:33.7,Gordonport,Ecuador,29.09074428,404.8284513,-1.959734106,15.24528551,20.35585459,39.55675648
46:17.0,Holmesport,Turks and Caicos Islands,19.63709687,387.9655499,-1.688830131,34.63693402,35.81672229,23.959437
56:00.2,South Larryland,Barbados,18.92407712,361.0019487,-0.221748556,8.574051924,41.44809518,37.07648155
05:43.5,South Thomas,Peru,21.62359645,425.2800525,-0.184459751,63.20048839,21.27813554,40.98423938
15:26.7,Lake Shawna,United Arab Emirates,21.02394428,437.8048308,1.184459911,66.42197417,28.2833136,47.90254275
25:10.0,Josephport,Antarctica (the territory South of 60 deg S),16.59033315,375.729309,1.681963092,75.98573039,79.43828435,5.470460224
34:53.2,East Brandonchester,Algeria,13.84549759,358.1637281,-1.718326176,54.00304107,1.669905807,38.68663381
44:36.5,Harperchester,Moldova,19.68095554,416.9718239,1.642615834,0.037671941,85.05290828,32.2511042
54:19.8,East Angela,Vietnam,11.65760808,423.428605,-0.583655189,76.01556251,90.0719144,12.98096766
04:03.0,Richardchester,Lesotho,16.14551319,445.4429898,-2.160843996,52.93523783,49.12909178,29.84614276
13:46.3,Millsstad,Fiji,16.7586818,394.4278179,0.237358804,41.68697117,24.3837895,49.63551604
23:29.5,Erikborough,Liechtenstein,9.413675492,361.1621975,-0.646661985,70.73044029,25.97871421,11.98699035
33:12.8,Port Donald,Afghanistan,22.17414166,476.6863026,1.490173536,69.50823227,20.65440957,14.88229505
42:56.1,Lake Robertview,Bolivia,16.90935814,370.0625239,1.162554889,97.34305147,43.299917,38.22313664
52:39.3,West Michaelbury,Singapore,17.1702959,329.051204,-0.315811559,89.375502,3.018483065,8.420927065
02:22.6,Port Carriefurt,United States Minor Outlying Islands,11.35018113,430.9971214,0.284426043,55.3104941,36.63863617,19.92384024
12:05.8,Thomasberg,Netherlands,12.39755571,411.1018741,0.4219749,79.80127332,92.00034514,36.52710057
21:49.1,West Anthony,French Polynesia,17.51759333,345.2598676,0.771629888,19.86803759,16.24926689,22.60070121
31:32.3,West Karenmouth,Bulgaria,23.89013015,378.818928,-0.272807537,92.87095255,64.31923222,2.50982218
41:15.6,Keithmouth,Central African Republic,19.81656542,410.9415474,0.796421951,30.59873,85.83092996,16.63252027
50:58.9,South Brittanyview,Finland,8.566691881,341.929061,0.697838152,35.65189954,56.81474863,47.48571821
00:42.1,North Victoriamouth,Bhutan,15.80994779,438.9289348,-1.333572498,96.96211494,16.66835664,33.82658339
10:25.4,East Jessicaport,Jordan,9.701830998,386.3338175,0.772693862,41.62926411,63.20864234,10.59181908
20:08.6,Charlesland,Bolivia,21.1108269,386.5106969,0.585031026,58.86857588,58.44329898,13.24902093
29:51.9,East Erin,Montenegro,21.44498108,442.1776982,-0.882333896,37.72453572,44.14344148,43.39205818
39:35.2,South Amy,Uganda,22.35916,360.6141823,-0.994600758,13.14612378,59.00297297,11.33441113
49:18.4,Hernandezview,Saint Lucia,15.03096449,423.6978478,-0.184418627,0.492895658,50.4562405,1.04465066
59:01.7,Lorihaven,Marshall Islands,16.70683725,358.3875778,1.989391071,46.89719573,52.6664424,41.18497747
08:44.9,Lesterfort,Holy See (Vatican City State),14.09157083,399.9249158,0.067730707,35.22401816,13.86153863,23.65242285
18:28.2,Wellsville,French Guiana,15.90814756,448.5942783,-1.766577628,19.29312341,91.49849174,6.030286616
28:11.4,Garciafurt,Trinidad and Tobago,20.7541867,443.1985109,1.661562969,37.71089509,26.47551174,22.14214259
37:54.7,Gregoryville,Greece,20.07916356,379.6721149,0.448656238,69.13157894,20.1620595,11.1989593
47:38.0,South Diana,Belize,15.57654942,406.3255329,-0.316439487,46.23273769,23.83147895,26.68584615
57:21.2,North Adamland,Kuwait,22.76487515,321.7016741,-0.522045371,62.63181365,2.051871719,10.1152389
07:04.5,Port Brent,Philippines,13.42992763,435.8972239,-1.212521751,53.5864997,78.28601766,31.302808
16:47.7,New Tonyfort,New Zealand,21.99943105,384.4908933,0.243322185,83.26963555,73.62552756,38.95867137
26:31.0,Lake Amberhaven,Sweden,5.873453044,339.5952204,1.060867279,8.033874251,44.51140071,19.20794638
36:14.3,West Lisaville,Botswana,16.37748747,371.6271558,1.235589082,39.6304797,88.69668529,23.40832427
45:57.5,Mendezton,Botswana,9.011849741,436.9104277,1.652910467,45.56228099,51.46696103,19.20215508
55:40.8,Turnerville,Malawi,19.0445955,476.3975158,-0.556824401,30.79004693,10.25223901,38.16292002
05:24.0,Hutchinsonburgh,Israel,16.41664058,461.6779305,0.030012164,85.45828268,53.33938185,0.96313699
15:07.3,North Elizabeth,Cameroon,10.47571141,320.8383423,-0.257624005,75.3757603,93.6246606,35.32955875
24:50.5,Lawsonmouth,Israel,13.76028471,299.3644267,-0.330178254,4.146220147,28.42889987,0.082347771
34:33.8,New Sandra,Romania,12.70953249,378.8528754,0.577786905,19.85482232,42.33319017,8.288920862
44:17.1,Jasonmouth,Costa Rica,14.46007937,431.8916531,0.920695295,33.70601552,98.52278967,25.06619807
54:00.3,Scottland,Tajikistan,13.8983969,406.512482,-0.329095352,72.63735275,72.91875937,19.121589
03:43.6,North Kristopherland,Bermuda,16.99841139,352.7114842,0.948918313,6.849925436,77.54564565,0.004525798
13:26.8,Rachelburgh,Latvia,17.35532543,275.7696894,0.74832268,92.54104341,50.54322241,19.07827334
23:10.1,Donnaland,Guam,20.15510287,448.676935,0.898730967,59.98618727,55.33590727,30.1446367
32:53.4,New Julie,Belize,15.45797191,409.9557477,-2.041663352,20.73530572,93.41784327,47.89605288
42:36.6,Hartburgh,Jersey,8.999073953,411.3106362,1.016886138,44.10650252,68.79004317,48.02889901
52:19.9,Port Kevin,Dominica,11.2174591,466.9354292,-0.18463349,84.03087612,87.8541137,23.52470823
02:03.1,Hortonhaven,New Caledonia,13.10041874,432.0037762,-0.575177005,22.11799606,67.74688484,9.946394827
11:46.4,Leslieberg,Algeria,9.192959236,457.1070261,-0.92828046,6.567668268,32.76012654,0.968985799
21:29.6,West Nancyburgh,San Marino,13.50669239,379.4525903,-1.629519934,21.24982702,30.35788178,40.91760873
31:12.9,Lake James,Saint Kitts and Nevis,14.68750159,368.4480229,0.436602272,65.1911269,10.96758697,40.69424643
40:56.2,North Daniel,Trinidad and Tobago,14.34185553,412.7172875,1.395275343,69.88300603,18.17765889,44.71017766
50:39.4,Lisabury,Uzbekistan,10.19487627,389.6829471,1.289046164,60.15465526,77.12875763,48.65926767
00:22.7,Lake Jacquelineton,Korea,19.80442674,325.7853853,1.117522096,88.06905433,76.89011252,42.38926044
10:05.9,New Miguel,Zimbabwe,14.69862068,402.8447849,-0.640382453,49.73177084,41.69036382,8.315132502
19:49.2,South Jamie,Burkina Faso,8.00761254,377.1543834,2.992738262,93.86699805,40.83915437,29.74462312
29:32.5,East Toni,Norway,13.84034764,360.3839311,0.147743249,38.33377925,23.75429732,31.7094931
39:15.7,Port Jessica,Saint Helena,21.79864955,437.9081202,0.977169744,39.12883179,23.04258906,35.14502558
48:59.0,West Pattyville,Guyana,16.49184622,298.3829046,0.509713017,58.28957478,96.99919992,25.71745871
58:42.2,North Brian,Slovakia (Slovak Republic),4.298199399,423.3937513,0.677510703,60.47993229,45.30853598,27.46782568
08:25.5,Lake Stephaniebury,Cape Verde,20.48287589,512.9882231,-1.460018412,93.43900234,30.51062161,18.18919342
18:08.7,North Angelicaport,North Macedonia,12.65360208,307.4430706,2.033752684,97.40240593,83.54038288,10.04640084
27:52.0,Randallfurt,Seychelles,8.261532948,396.220191,-0.970312112,99.07442407,95.43543536,27.31916571
37:35.3,Sonyachester,Norway,12.04316247,271.6897418,0.924342065,10.06447317,13.04415898,28.56680497
47:18.5,Port Jesus,India,14.56379206,441.4585101,0.012392242,72.78389295,64.89785844,44.92565399
57:01.8,North Codyhaven,Uganda,16.01635893,395.8091883,-0.43326738,92.47915412,67.38197125,27.51955276
06:45.0,Francishaven,Turkmenistan,17.34862107,354.7217006,-1.040749401,72.6365587,6.931199221,15.96709541
16:28.3,Lake Eric,Indonesia,17.48981874,412.8076613,-1.819730383,58.96389624,9.840034141,45.65617444
26:11.6,Lake Jon,Russian Federation,21.96018513,394.732546,-1.983452464,67.82236768,61.1473547,44.42808241
35:54.8,Lake Donaldland,Slovenia,10.94514261,407.4088484,0.094421737,57.45891568,60.09372224,45.51509574
45:38.1,Johnsonton,Argentina,16.8005607,343.9855633,-1.369808237,78.15047182,49.81580103,34.97887044
55:21.3,New Kathleen,Sao Tome and Principe,28.94417172,421.8310088,-0.236732305,84.90494458,65.88921059,16.26913764
05:04.6,Lake Kimberly,Philippines,21.07559293,392.7446078,-1.263380468,59.85368998,53.72191577,49.87270933
14:47.8,Joelfurt,Singapore,21.46163357,341.5823056,-1.372503936,28.7230812,79.25514491,49.03394697
24:31.1,Austinton,Niue,14.53051738,347.84183,-0.513134284,97.29074103,34.93730795,34.15127942
34:14.4,Lake Susanfort,Bulgaria,12.58642926,315.9160988,-0.296623942,51.04674151,59.3235327,25.0975829
43:57.6,Lake Travisbury,Sweden,3.958186907,389.4945402,0.799254058,58.59584086,91.25522646,34.70032511
53:40.9,North Jennifer,Spain,17.600635,442.8167243,0.322310022,62.37866637,21.31255497,29.60471796
03:24.1,South Eric,Cook Islands,13.72498874,345.0888216,1.391025554,45.37815416,82.38257453,40.02087347
13:07.4,South Charles,Norfolk Island,10.01512547,474.2151395,2.381042436,74.2681653,98.36604479,18.23245714
22:50.7,Lake Thomasfort,Moldova,10.47729236,396.6552221,-2.441752483,97.54986575,91.58996715,27.24088531
32:33.9,Port Raymond,Reunion,17.04417453,431.5842565,1.27070748,50.90052523,74.6685533,35.71431134
42:17.2,West Victoriafurt,Niger,9.47599873,337.2755422,-1.004592708,89.46369727,96.13601849,26.91681527
52:00.4,Kaylaberg,Afghanistan,10.32169458,428.2169338,0.260881713,23.68369711,93.16289209,21.18894019
01:43.7,New Dianeberg,Qatar,15.52972304,358.737171,0.800625928,86.13087204,46.16381398,22.28782026
11:26.9,Villarrealstad,Burkina Faso,17.49486471,406.1022047,-1.021770967,74.57907943,92.17786726,4.664633679
21:10.2,Amandafort,Serbia,12.62834003,311.0127226,0.099512081,83.14315914,63.19465069,7.322538118
30:53.5,South Sarahfort,Turkmenistan,21.48150354,392.9942139,-0.756935385,75.44305279,11.28268407,0.879941069
40:36.7,New Michele,Sri Lanka,10.81473269,340.6176805,-0.558262708,95.04224152,96.40603762,9.786306685
50:20.0,East Jasonside,Panama,19.43371495,444.6603034,-0.290793155,1.469827041,94.62793444,42.49886891
00:03.2,Kellertown,United Kingdom,26.97617049,375.3353782,-1.414397065,10.46680452,66.55472663,39.62192421
09:46.5,East Nicholas,Bhutan,15.54317921,415.0583244,0.081511408,67.04168876,2.081370269,14.93311856
19:29.8,Port Brookeburgh,Honduras,14.38441419,351.4936145,-1.154441888,11.3508846,31.36428326,3.784719141
29:13.0,South Lisaside,Djibouti,8.841050537,387.8523192,-1.407156974,6.483507698,89.53462537,10.48871374
38:56.3,Sarahberg,Timor-Leste,17.0635671,327.9568741,-0.397679096,24.59916861,73.61576316,42.27969278
48:39.5,West Morgan,Guam,16.86194787,445.4098922,-1.052292731,79.59460601,50.32131432,49.2022981
58:22.8,Williamsmouth,Nauru,13.6451168,384.3371263,-0.604610957,53.93286494,43.92384935,11.459886
08:06.0,Lake Stephanie,Brunei Darussalam,8.857165398,449.0455907,-1.501332849,23.45664251,4.284786084,34.74872954
17:49.3,New Andrew,United States Minor Outlying Islands,11.32158918,347.1771165,-0.237226233,25.95165928,39.30838518,41.55124646
27:32.6,Port Rachelborough,Turkmenistan,21.13283493,452.9023502,-0.008328021,33.14485086,75.56605631,30.35757856
37:15.8,Port Scott,Iraq,22.01279627,352.4618331,2.421562472,59.17370087,63.82131691,30.31894965
46:59.1,Thompsonshire,Taiwan,20.44081126,418.4674004,0.337007306,46.66727532,46.11710241,43.96221575
56:42.3,Stevenfort,Finland,4.012817781,437.019244,-0.357456275,35.90030763,57.95296668,26.36575884
06:25.6,South Eileen,Moldova,23.37769554,368.7495736,-1.383702783,1.989178333,61.54002685,28.28617134
16:08.9,Lake Eric,Swaziland,20.00095618,423.8517443,-0.436316874,9.841825593,90.74246604,17.22672177
25:52.1,North Nicolechester,Uzbekistan,21.8268657,387.5207075,-1.04558001,69.22611891,48.54431473,5.309010814
35:35.4,South Ronaldborough,Italy,10.78395447,372.4632072,1.055947623,47.7381993,92.06428244,37.96519103
45:18.6,Jennaview,Lebanon,22.01098679,484.8426979,0.252954139,17.56010559,73.82306176,42.29672982
55:01.9,Port Andrewhaven,Botswana,13.65025822,288.4518975,1.155520841,5.135018981,44.2172185,3.844067878
04:45.1,Bryanview,Swaziland,13.91834513,433.0484302,-0.180950225,22.95826372,79.61531504,27.190925
14:28.4,East Larry,Turks and Caicos Islands,12.93276201,375.8941717,-1.486043704,40.78491654,92.60431852,25.42710378
24:11.7,Nancychester,Hungary,17.29559867,389.0392146,-0.556126773,98.53186762,95.37572411,24.86527174
33:54.9,Port Michael,Cocos (Keeling) Islands,16.19593902,390.266092,-0.94105614,72.32040126,20.75879828,13.95824724
43:38.2,Powellshire,Slovenia,10.42945891,405.1437792,-0.286117549,78.97388702,36.92020934,6.78730878
53:21.4,New Scottchester,Korea,15.68652168,437.6680206,-0.281736106,11.40560845,40.07003428,12.76371731
03:04.7,Andreamouth,Solomon Islands,2.500708505,392.0435955,-0.031888962,75.90667192,21.44127309,24.68442809
12:48.0,East Meghan,Niue,14.36938012,512.950769,2.050956145,42.44047862,62.27522713,11.16699375
22:31.2,Lake Jameschester,Myanmar,19.1820008,464.6164986,0.6929115,35.65748278,91.51096853,22.04812584
32:14.5,Port Patrick,Guinea,19.42935583,404.4671882,1.970999386,19.26757129,34.1116853,37.86933237
41:57.7,New Monicamouth,Ecuador,14.88963196,533.0325137,0.863331473,52.95756261,43.77799251,37.98865166
51:41.0,Costastad,Bangladesh,19.44512207,339.3194045,-0.021391106,56.07905974,14.20780197,20.92745402
01:24.2,Lake Colin,Saint Pierre and Miquelon,17.22068049,429.2817842,-0.167984402,77.31058816,8.052012012,19.69190284
11:07.5,New Jessicashire,Denmark,11.52925294,335.1850528,-0.544840419,57.94764988,14.13517034,4.630293306
20:50.8,Loriport,Congo,12.77392484,417.0004516,-1.37193566,57.61069634,72.10104878,48.91880689
30:34.0,Johnsview,Azerbaijan,14.77193471,348.8183388,0.206791397,36.70777399,81.52129086,48.10554331
40:17.3,Jessicatown,South Africa,12.40618048,365.764875,1.586307907,46.86802393,52.94825701,47.32950091
50:00.5,East Natalie,Lithuania,19.31477525,461.4675293,0.794428339,68.97326673,26.72559633,2.604300941
59:43.8,Justintown,Kuwait,16.74457246,422.9591143,0.814802069,46.52878349,4.200367489,35.81607191
09:27.1,Cuevasfort,Algeria,11.49634199,472.5399844,-0.988802793,16.37736996,18.70445545,2.590338774
19:10.3,North Angelabury,Guinea,21.19037285,394.1377783,-1.254783651,83.54141438,8.528261321,1.023867897
28:53.6,Riverahaven,Togo,24.68269502,324.7058843,-0.147643167,47.86822962,3.072092069,34.34424699
38:36.8,Kristinafort,Equatorial Guinea,22.51658386,405.6672038,0.181306295,0.71874291,73.73640918,42.70191924
48:20.1,South Alanport,Greece,20.17291087,359.0933444,0.372572582,23.68137246,91.57195375,15.68410617
58:03.3,Jimenezport,Spain,18.20976492,465.0504324,-0.830228325,93.83842614,58.5450347,3.380629725
07:46.6,Martinezfurt,Kuwait,22.31254461,415.143194,0.514226186,51.64710911,17.81992612,7.856068062
17:29.9,East Keith,Northern Mariana Islands,22.78470054,292.1260163,0.082193297,48.61571306,95.11354411,15.31479068
27:13.1,Lake Dylan,Cape Verde,16.41003698,433.3094779,-0.638642446,18.40531436,88.83423958,35.69373169
36:56.4,South Helenberg,Saint Kitts and Nevis,13.30394189,469.9869354,0.349498718,81.09472124,71.35033454,17.78687334
46:39.6,Heiditown,Honduras,2.052743822,411.6235469,0.57253213,34.97050051,75.09487603,7.650605657
56:22.9,Justinview,Kenya,11.89305334,555.6477058,1.194786723,97.0870669,30.52673741,25.95957694
06:06.2,West Matthew,Bolivia,17.93223928,377.351166,-0.27884526,25.87981346,73.08963287,28.07770827
15:49.4,Johnshire,Philippines,14.84799311,537.1101804,-0.221414319,80.74995128,80.28777876,20.12505682
25:32.7,East Crystalmouth,United Kingdom,16.75302288,384.8607088,-1.043736171,25.87420209,82.89116325,11.96509899
35:15.9,Tuckershire,Benin,10.80172504,436.5426801,2.088867892,32.92392363,97.6722743,11.0092143
44:59.2,Jerryview,Puerto Rico,14.41423441,385.4335969,1.00811288,7.260333317,14.86354252,39.21520897
54:42.4,Heatherville,Cambodia,14.60336606,432.743505,0.956670088,19.37969477,69.59087966,33.69237323
04:25.7,East Robert,Senegal,5.5725087,349.5370047,-0.547792118,22.85083192,23.52140953,43.95380279
14:09.0,Bobbyborough,Mozambique,17.46927433,417.3939855,0.446895257,69.09349299,43.05174064,15.60629322
23:52.2,Reneeland,Madagascar,19.23646258,417.0988993,-0.315516705,96.43518677,36.06460339,11.96296939
33:35.5,Abigailfurt,Jersey,17.41513846,418.7523429,-1.213053975,47.42131892,83.74514969,49.5197835
43:18.7,Lake Michael,Congo,3.497067975,386.6021962,-0.696530384,38.48751551,56.33817285,47.25338438
53:02.0,Jonesshire,Micronesia,17.02855036,387.5025903,0.133258535,13.94978047,57.51087796,5.654454142
02:45.3,Shelleychester,French Southern Territories,18.79826857,366.2203865,0.264880921,67.58207727,49.15239801,49.94408725
12:28.5,New Nicholasfurt,Nicaragua,16.21570795,394.6494539,0.906293625,83.65616637,53.44122738,43.81446492
22:11.8,Sanchezton,Cape Verde,14.76162183,354.0264894,1.768387328,60.17095317,43.93037281,2.066808721
31:55.0,Robertmouth,Liechtenstein,10.04040371,398.0495143,1.051384735,62.96592278,14.22501546,9.843013658
41:38.3,Karinachester,Botswana,19.4862674,380.5343582,0.344264215,37.19026235,82.08289015,47.05938339
51:21.5,Kennethburgh,Cape Verde,19.6399017,418.2517211,1.078343185,99.89231016,10.0232382,19.46672669
01:04.8,New Desiree,Comoros,25.71605743,376.0013701,0.004272501,36.16296683,3.905196785,43.55968701
